Mass-to-Charge-State Ratio (Da),Uncorrected Count,Corrected Count,Background Estimate
535.72,0.0,-1.136306306392307,1.136326452761284
535.74,0.0,-1.136285094590355,1.1363052446846222
535.76,0.0,-1.1362638827884033,1.1362840366079605
535.78,0.0,-1.1362426821623215,1.1362628210807184
535.8,0.0,-1.1362214703603697,1.1362416204546368
535.82,0.0,-1.136200269734288,1.136220412377975
535.84,0.0,-1.1361790616576262,1.1361992080266032
535.86,0.0,-1.1361578610315448,1.1361780036752316
535.88,0.0,-1.136136660405463,1.1361567993238602
535.9,0.0,-1.1361154560540914,1.1361355986977784
535.92,0.0,-1.13609426287859,1.1361143980716968
535.94,0.0,-1.1360730585272183,1.1360932011709053
535.96,0.0,-1.1360518690770074,1.136072000544824
535.98,0.0,-1.1360306647256353,1.1360508073693227
536.0,0.0,-1.136009475275424,1.136029606743241
536.02,0.0,-1.1359882783746327,1.1360084135677395
536.04,0.0,-1.1359670889244218,1.1359872203922383
536.0600000000001,0.0,-1.1359458957489204,1.1359660309420272
536.08,0.0,-1.135924710023999,1.1359448340412355
536.1,0.0,-1.135903520573788,1.1359236520416045
536.12,0.0,-1.1358823311235766,1.135902458866103
536.14,0.0,-1.1358611491239459,1.1358812731411823
536.16,0.0,-1.1358399633990246,1.1358600911415513
536.1800000000001,0.0,-1.1358187739488135,1.13583890169134
536.2,0.0,-1.1357975956744726,1.135817715966419
536.22,0.0,-1.135776417400132,1.1357965376920782
536.24,0.0,-1.1357552316752106,1.1357753556924473
536.26,0.0,-1.1357340534008697,1.1357541736928163
536.28,0.0,-1.1357128788518192,1.1357329954184752
536.3,0.0,-1.1356917005774785,1.1357118208694246
536.32,0.0,-1.1356705223031374,1.1356906388697938
536.34,0.0,-1.1356493514793766,1.1356694643207428
536.36,0.0,-1.1356281769303262,1.1356482934969823
536.38,0.0,-1.1356070023812752,1.135627118947932
536.4,0.0,-1.1355858352828048,1.1356059443988809
536.42,0.0,-1.1355646681843343,1.1355847773004104
536.44,0.0,-1.135543493635284,1.13556360647665
536.46,0.0,-1.1355223302621031,1.1355424356528894
536.48,0.0,-1.1355011594383426,1.1355212722797088
536.5,0.0,-1.1354799997904528,1.135500101455948
536.52,0.0,-1.1354588401425623,1.1354789418080582
536.54,0.0,-1.1354376655935114,1.135457782160168
536.5600000000001,0.0,-1.1354165059456214,1.1354366076111169
536.58,0.0,-1.135395346297731,1.1354154479632268
